Local ID,County,Municipality,On,From,To,Approach,Direction,AADT Year,AADT,AADT Cars,AADT Trucks,Location
534967,Erie,Evans,STURGEON POINT RD,OLD LAKE SHORE RD,RT 5 ERIE RD,,2-WAY,2017,1789,1653,135,"(42.683288, -79.033234)"
534010,Erie,Buffalo,ABBOTT RD,POTTERS RD,MCKINLEY PKWY,,2-WAY,1997,13200,,,"(42.851274, -78.816359)"
536473,Erie,Elma,BULLIS RD,BOWEN RD,GIRDLE/SCHWARTZ RDS,BETWEEN,2-WAY,2002,5600,,,"(42.839331, -78.628766)"
530400,Erie,Lancaster,WALDEN AVE,RT 78 TRANSIT RD,CENTRAL AV,BETWEEN,2-WAY,1999,21600,,,"(42.91412, -78.682859)"
534532,Erie,Buffalo,LINCOLN PKWY,SOLDIERS PL,FOREST AV,,2-WAY,2009,3992,3971,20,"(42.926877, -78.873912)"
540135,Niagara,Royalton,ROCHESTER RD,GASPORT RD,RT 271/31E MAIN ST,,2-WAY,1996,7700,,,"(43.196782, -78.567272)"
534398,Erie,Buffalo,GRANT ST,FOREST AV,LETCHWORTH ST,,2-WAY,2020,8545,8263,281,"(42.92917, -78.889217)"
534507,Erie,East Aurora,KNOX RD,E AURORA VILL LN,RTS 16/78 BUFFALO RD,,2-WAY,2008,1400,,,"(42.768308, -78.632855)"
534873,Erie,Buffalo,WASHINGTON ST,N DIVISION ST,EAGLE ST,,2-WAY,2015,3861,3683,177,"(42.883629, -78.873961)"
530268,Erie,Amherst/Tonawanda,NIAGARA FALLS BLVD,RT 324 SHERIDAN DR,MAPLE RD,BETWEEN,2-WAY,2004,34400,,,"(42.988655, -78.822656)"
541002,Niagara,Niagara Falls,NIAGARA ST,24TH ST,RT 61 HYDE PARK BLVD,,2-WAY,1987,5150,,,"(43.088332, -79.027525)"
534001NB,Erie,ORCHARD PARK,ABBOTT RD,RT 20A BIG TREE RD,RT 20 SOUTHWESTERN BLVD,BETWEEN,,2022,3252,,,"(42.771881, -78.790171)"
536274,Erie,Aurora,JEWETT-HOLMWOOD,GROVER RD,RT 20A QUAKER RD,,2-WAY,2015,4372,3921,450,"(42.756324, -78.646832)"
534513,Erie,Hamburg,LAKE AVE,RT 5 LAKESHORE RD,BLASDELL VILL LN,BETWEEN,2-WAY,1990,8400,,,"(42.79777, -78.843201)"
530172,Erie,CLARENCE/AMHERST,TRANSIT RD,KLEIN/ROLL RDS,NORTH FRENCH RD,BETWEEN,2-WAY,2014,29760,,,"(43.026925, -78.696931)"
534300,Erie,Tonawanda,ELMWOOD AVE,RT 324 SHERIDAN AV,KNOCHE RD,,2-WAY,2014,8100,,,"(42.98334, -78.878639)"
533000,Erie,Cheektowaga,I-90 @ Exit 49 - Depew / Lockport,,,,RAMP,2011,8064,,,"(42.949736, -78.704348)"
530002,Erie,Buffalo,SCAJAQUADA EXPWY,GRANT ST,ELMWOOD AV,BETWEEN,2-WAY,1987,31800,,,"(42.937197, -78.883123)"
534917,Erie,Tonawanda,YOUNG ST,STATE ST,COLVIN BLVD,,2-WAY,2009,8289,8039,249,"(43.007213, -78.861537)"
540039,Niagara,Lewiston,CENTER ST,PORTAGE RD,4TH ST,,2-WAY,2001,13300,,,"(43.172836, -79.043031)"
540015,Niagara,Niagara Falls,HYDE PARK BLVD,RT 62A PINE AV,START RT 182 OLAP,,2-WAY,1979,14800,,,"(43.100393, -79.026584)"
536227,Erie,Brant,MILESTRIP RD,MILE BLOCK RD,US62,,2-WAY,2015,1166,1027,138,"(42.573903, -78.945408)"
530435,Erie,Tonawanda,SHERIDAN DR,ELMWOOD AV,RT 384 DELAWARE AV,BETWEEN,2-WAY,1993,19900,,,"(42.980892, -78.875353)"
534272,Erie,Tonawanda,EGGERT RD,PARKER BLVD,BRIGHTON RD,,2-WAY,2003,8900,,,"(42.990199, -78.838942)"
534149,Erie,Buffalo,CHIPPEWA ST (EAST),WASHINGTON ST,ELLICOTT ST,,2-WAY,2016,3911,3794,116,"(42.889802, -78.871316)"
533037,Erie,West Seneca,I-90 @ Exit 55 Ridge Rd,,,,RAMP,2011,3033,2954,78,"(42.825542, -78.792191)"
530395,Erie,Tonawanda,SEYMOUR ST,FLETCHER ST,NIAGARA ST,BETWEEN,2-WAY,2011,9425,,,"(43.018766, -78.879988)"
546025,Niagara,Niagara Falls,S 86TH ST,W RIVERSHORE DR,RT 384 BUFFALO AV,,2-WAY,2011,3300,,,"(43.074993, -78.964189)"
537101,Erie,Buffalo,SOUTH ST,OHIO ST,HAMBURG ST,BETWEEN,2-WAY,2015,807,,,"(42.864594, -78.863318)"
534282,Erie,Tonawanda,ELLICOTT CRK RD,COLVIN ARTERIAL (NY 425),TONAWANDA E CITY LN,,2-WAY,2000,3700,,,"(43.011492, -78.854649)"
530157,Erie,Concord,SPRINGVILLE RD,RT 75 SISSON HWY,MORTONS CORNERS RD,BETWEEN,2-WAY,1975,2000,,,"(42.509067, -78.790576)"
536496,Erie,Aurora,Emery Rd,Lewis Rd,NY 16,BETWEEN,2-WAY,2009,1406,1334,71,"(42.709466, -78.586042)"
540916,Niagara,Niagara Falls,LASALLE ARTERIAL,I-190,77TH ST,,2-WAY,1993,17500,,,"(43.08003, -78.981209)"
530180,Erie,"ORCHARD PARK,WEST SENECA",ORCHARD PK RD,END OLAP RT 277 UNION RD,RIDGE RD,BETWEEN,2-WAY,1978,12100,,,"(42.821239, -78.772058)"
534897,Erie,Elma,WILLARDSHIRE RD,MILESTRIP RD,ELMA TN LN,,2-WAY,2020,1299,1252,46,"(42.786496, -78.68817)"
532258,Erie,Buffalo,EXCHANGE ST,AMTRACK,CHICAGO,,2-WAY,2004,2400,,,"(42.877554, -78.866863)"
544265,Niagara,Niagara Falls,WHIRLPOOL ST,WHIRLPOOL BRIDGE,FINDLAY DR,,2-WAY,1996,7200,,,"(43.111851, -79.056445)"
530256,Erie,Amherst,BAILEY AVE,RT 5 MAIN ST,RT 263 MILLERSPORT HWY,BETWEEN,2-WAY,2001,16900,,,"(42.961389, -78.813896)"
534356,Erie,Cheektowaga,FRENCH RD,TOWERS BLVD,BORDEN RD,,2-WAY,1998,16600,,,"(42.867834, -78.719423)"
534845,Erie,Buffalo,UTICA ST (EAST),MICHIGAN AV,JEFFERSON AV,BETWEEN,2-WAY,2004,4200,,,"(42.911166, -78.857618)"
534958,Erie,Eden,N BOSTON RD,RT 62 GOWANDA STATE RD,RT 75 SISSON HWY,,2-WAY,2010,1315,1110,204,"(42.679324, -78.859831)"
544047,Niagara,Lockport,DAVISON RD,LINCOLN AV,AKRON RD,,2-WAY,1997,6450,,,"(43.157755, -78.665451)"
532055,Erie,Clarence,GOODRICH RD,COUNTY RD,LAPP RD,,2-WAY,2009,3012,,,"(43.037601, -78.636878)"
534699,Erie,Cheektowaga,PINE RIDGE RD,GENESEE ST,DELAVAN AV,,2-WAY,1979,7000,,,"(42.921636, -78.792851)"
534850,Erie,Buffalo,UTICA ST (WEST),RICHMOND AV,ELMWOOD AV,,2-WAY,1978,3000,,,"(42.911295, -78.879519)"
534612,Erie,Buffalo,MOSELLE ST,WALDEN AV,GENESEE ST,,2-WAY,2003,2700,,,"(42.90483, -78.82425)"
530052,Erie,West Seneca,SENECA ST,RT 240 HARLEM RD,BUFFALO CITY LN,BETWEEN,2-WAY,2002,16100,,,"(42.844176, -78.793259)"
540004,Niagara,Lewiston,ONEIDA ST (RT 18F),4TH ST,SECOND ST,,2-WAY,1996,2700,,,"(43.176098, -79.04574)"
534433,Erie,Buffalo,HERTEL AVE,PARKSIDE AV,STARIN AV,,2-WAY,1992,18800,,,"(42.947635, -78.847611)"
540925,Niagara,Niagara Falls,QUAY ST/JOHN B DALY BLVD,ROBERT MOSES PKWY,RT 384 BUFFALO AV,,2-WAY,2004,15900,,,"(43.082214, -79.051566)"
536094,Erie,Buffalo,AMHERST ST,CRESCENT AVE,FAIRFIELD ST,BETWEEN,2-WAY,2009,8750,,,"(42.940316, -78.844596)"
534425,Erie,Buffalo,HERMAN ST,GENESEE ST,BEST ST,,2-WAY,2018,3564,3412,151,"(42.902246, -78.844628)"
537062,Erie,Holland,VERMONT ST,PEARL ST,VERMONT HILL RD,,2-WAY,2013,1494,,,"(42.643878, -78.534209)"
534886,Erie,Amherst,WEHRLE DR,YOUNGS RD,RT 78 TRANSIT RD,BETWEEN,2-WAY,1995,15200,,,"(42.956525, -78.71026)"
534621,Erie,Amherst,N FOREST RD,RT 263 MILLERSPORT HWY,AUDUBON PKWY,,2-WAY,2000,9300,,,"(43.00976, -78.777034)"
530217,Erie,West Seneca,UNION RD,RT 354 CLINTON ST,FRENCH RD,BETWEEN,2-WAY,1993,23300,,,"(42.858975, -78.75456)"
530327,Erie,Amherst,MILLERSPORT HWY,ACC SUNYAB,CONVENTRY RD,BETWEEN,2-WAY,1991,19400,,,"(42.99756, -78.77723)"
530945,Erie,Cheektowaga,WALDEN AVE,BUFFALO CITY LN,RT 240 HARLEM RD,,2-WAY,1982,11000,,,"(42.90726, -78.791837)"
530434,Erie,Tonawanda,SHERIDAN DR,RT 325 SHERIDAN DR,RT 265 MILITARY RD,BETWEEN,2-WAY,2007,13750,,,"(42.980757, -78.892206)"
530311,Erie,Lancaster,TRANSIT RD,RT 33 GENESEE ST,I-90 NYS THRUWAY,BETWEEN,2-WAY,2005,33775,,,"(42.94398, -78.696938)"
540485,Niagara,NT/CAMBRIA,SHAWNEE RD,LOCKPORT RD,RT 31 SAUNDERS SETTLEMENT RD,,2-WAY,2019,7495,6989,505,"(43.140374, -78.839369)"
530131,Erie,Buffalo,SENECA ST,KEATING ST/I-190,BABCOCK ST,BETWEEN,2-WAY,1975,7300,,,"(42.868857, -78.829914)"
534177,Erie,Tonawanda,COLVIN BLVD,RT 324 SHERIDAN DR,BRIGHTON RD,,2-WAY,1996,16100,,,"(42.989105, -78.852745)"
533269,Erie,Clarence,NY 78 Transit Rd / NY 324 Sheridan Dr,,,,RAMP,2014,1720,,,"(42.978112, -78.694409)"
544020,Niagara,Lockport,AKRON RD,HIGH ST,DAVISON RD,,2-WAY,1991,1900,,,"(43.162343, -78.670282)"
540008,Niagara,Niagara Falls,HYDE PARK BLVD,RT 62 (NB) WALNUT,RT 62A PINE AV,,2-WAY,1976,9050,,,"(43.094477, -79.023923)"
540066,Niagara,Lewiston,RIDGE RD,RT 18 CREEK RD,MODEL CITY RD,,2-WAY,2004,7900,,,"(43.175174, -78.997777)"
534597,Erie,Buffalo,MICHIGAN AVE,GOODELL ST,VIRGINIA ST,,2-WAY,1994,10100,,,"(42.896059, -78.864382)"
530389,Erie,North Collins,THIEL-LANGFORD RD,RT 62 GOWANDA STATE RD,RT 75 SISSON HWY,BETWEEN,2-WAY,2008,1000,,,"(42.58753, -78.886321)"
534841,Erie,Tonawanda,TWO MILE CK RD,RT 324 GRAND ISLAND BLVD,ENSMINGER RD,,2-WAY,2004,3100,,,"(42.985092, -78.905402)"
534576,Erie,Hamburg,MCKINLEY PKWY,RT 179 MILESTRIP RD,LAKE AV,BETWEEN,2-WAY,2000,11500,,,"(42.793174, -78.810996)"
533251,Erie,Hamburg,NY 179 Milestrip Expwy  / Jeffrey Blvd & Martin Ave,,,,RAMP,2014,1284,,,"(42.789396, -78.831351)"
534213,Erie,BUFFALO,DELAVAN AVE (WEST),RT 266 NIAGARA ST,GRANT ST,BETWEEN,,2021,1954,,,"(42.92196, -78.89432)"
533196,Erie,Cheektowaga,NY 33 @ Dick Rd / Cayuga Rd,,,,RAMP,2010,11600,,,"(42.930069, -78.745376)"
544030,Niagara,Lockport,BEATTIE AVE,WILLOW ST,HIGH ST,,2-WAY,2006,4400,,,"(43.162734, -78.680576)"
544076,Niagara,Lockport,GOODING ST,GLENWOOD AV,W JACKSON ST,,2-WAY,2009,1856,1797,58,"(43.182047, -78.693826)"
530175,Erie,Orchard Park,CHESTNUT RIDGE,POWERS RD,RT 240 ELLICOTT RD,BETWEEN,2-WAY,1990,5200,,,"(42.742052, -78.748074)"
534182,Erie,Cheektowaga,COMO PARK BLVD,BENNETT RD,INDIAN RD,BETWEEN,2-WAY,1976,7800,,,"(42.892896, -78.740375)"
530117,Erie,Buffalo,BAILEY AVE,KENSINGTON AVE,WINSPEAR AVE,BETWEEN,2-WAY,1987,19400,,,"(42.943779, -78.813676)"
531121,Erie,Buffalo,CHIPPEWA ST (WEST),GEORGIA ST,S ELMWOOD AV,,1-WAY,1978,11200,,,"(42.89116, -78.879041)"
534808,Erie,Clarence,STRICKLER RD,RT 5 MAIN ST,GREINER RD,,2-WAY,2016,2801,2613,187,"(42.982533, -78.607231)"
535266,Erie,HAMBURG,BROWNING DR,BOXWOOD CIR,SUNSET DR,BETWEEN,,2022,1077,,,"(42.734082, -78.846334)"
540917,Niagara,Niagara Falls,LASALLE ARTERIAL,77TH ST,CAYUGA DR,,2-WAY,1982,6800,,,"(43.079147, -78.968568)"
536224,Erie,Orchard Park,S ABBOTT RD,ORCHARD PARK/BOSTON TN LN,NEWTON RD,,2-WAY,1983,1100,,,"(42.706868, -78.783281)"
534711,Erie,Orchard Park,POWERS RD,RT 277 CHESTNUT RIDGE RD,RT 240 ELLICOTT RD,,2-WAY,2011,1694,1651,42,"(42.734464, -78.738563)"
534944,Erie,AMHERST,CHESTNUT RIDGE ROAD,WILLOWRIDGE ROAD,SWEETHOME ROAD,BETWEEN,,2021,7781,,,"(43.009293, -78.816519)"
531012,Erie,Grand Island,E RIVER RD,STONY POINT RD,BASE LINE RD,,2-WAY,1990,2500,,,"(43.061147, -78.955063)"
530039,Erie,West Seneca,HARLEM RD,RT 16 SENECA RD,MINERAL SPRINGS RD,BETWEEN,2-WAY,1978,19000,,,"(42.848565, -78.788002)"
534324,Erie,BUFFALO,FERRY ST (WEST),LINWOOD AV,RT 5 MAIN ST,BETWEEN,,2021,7120,,,"(42.915358, -78.865077)"
544217,Niagara,Lockport,STATE RD,HIGH ST,RT 78 TRANSIT RD,,2-WAY,1983,2600,,,"(43.165807, -78.698268)"
544256,Niagara,Lockport,WASHBURN ST,LOCUST ST,HIGH ST,,2-WAY,1984,5600,,,"(43.161628, -78.685793)"
530088,Erie,Hamburg,MILESTRIP EXPWY,RT 5 HAMBURG TURNPIKE,RT 62 SOUTH PARK AV,BETWEEN,2-WAY,2009,20210,,,"(42.789748, -78.836281)"
530367,Erie,Amherst,LOCKPORT EXPWY,AUDUBON PKWY,N FRENCH RD,BETWEEN,2-WAY,2005,33351,,,"(43.026484, -78.764361)"
530948,Erie,Amherst,SWEET HOME RD,MAPLE RD,RENSCH RD,BETWEEN,2-WAY,2001,25200,,,"(42.996389, -78.800401)"
533074,Erie,Buffalo,I-190 @ Louisiana St,,,,RAMP,2014,3187,2996,191,"(42.874861, -78.862205)"
540130,Niagara,Lockport,WEST AVE,LOCKPORT W CITY LN,PROSPECT ST,BETWEEN,2-WAY,1999,8800,,,"(43.167514, -78.704519)"
544093,Niagara,Lockport,LINCOLN AVE,LINCOLN DR,LOCUST ST,,2-WAY,2010,5999,3729,2269,"(43.154086, -78.691254)"
536489,Erie,Buffalo,SOUTH PARK AVE,SMITH ST,KATHERINE ST,,2-WAY,2009,6007,,,"(42.869686, -78.853482)"
534576,Erie,Hamburg,MCKINLEY PKWY,RT 179 MILESTRIP RD,LAKE AV,BETWEEN,2-WAY,2007,11800,,,"(42.793174, -78.810996)"
533020,Erie,Cheektowaga,I-90 @ Exit 52 Walden Ave,,,,RAMP,2010,7372,6527,844,"(42.911311, -78.767467)"
540086,Niagara,Pendleton,CAMPBELL BLVD,BEACH RIDGE RD,LOCKPORT RD,,2-WAY,2006,6000,,,"(43.127061, -78.761049)"
534226,Erie,Buffalo,DINGENS ST,RT 62 BAILEY AV,S OGDEN ST,,2-WAY,1978,7800,,,"(42.877804, -78.807206)"
536304,Erie,Boston,TREVETT RD,BROWN HILL RD,Boston State Rd,,2-WAY,1981,400,,,"(42.617675, -78.730702)"
540273,Niagara,Cambria,RIDGE RD,START RT 104 OLAP @ PLANK RD,END NY 104 OLAP @ STONE RD,,2-WAY,2003,5900,,,"(43.213873, -78.775645)"
530925,Erie,Aurora,OLEAN RD,START OLAP RT 16/400 EXPWY,END OLAP RT 16/400 EXPWY,,2-WAY,1981,6550,,,"(42.731213, -78.591256)"
530140,Erie,Concord,VAUGHN ST (RT 240),RT 39 E MAIN ST,MIDDLE RD,BETWEEN,2-WAY,1981,2800,,,"(42.52148, -78.640738)"
536147,Erie,Amherst,STONEWOOD DR,YOUNGS RD,WELLINGWOOD RD,,2-WAY,2014,1627,,,"(43.013097, -78.724283)"
547046,Niagara,North Tonawanda,ROBINSON ST,RIVER RD,OLIVER ST,BETWEEN,2-WAY,2015,3675,3467,207,"(43.031945, -78.878934)"
534826,Erie,Buffalo,SYCAMORE ST,JEFFERSON AV,HERMAN ST,,2-WAY,1980,3100,,,"(42.894532, -78.849113)"
530927,Erie,Cheektowaga,GENESEE ST,RT 240 HARLEM RD,RT 277 UNION RD,,2-WAY,1991,12500,,,"(42.924912, -78.765771)"
533429,Erie,Tonawanda,I-290 @ Colvin Blvd,,,,RAMP,2015,8528,,,"(42.998005, -78.854359)"
530330,Erie,Orchard Park,SOUTHERN EXPWY,RT 391 BOSTON STATE RD,ARMOR DUELLS RD,BETWEEN,2-WAY,1986,9400,,,"(42.726705, -78.773888)"
546054,Niagara,Royalton,GRISWOLD RD,MANN RD,RT 77 LEWISTON RD,,2-WAY,2016,968,907,60,"(43.127677, -78.49706)"
534393,Erie,Clarence,GOODRICH RD,RT 5 MAIN ST,GREINER RD,,2-WAY,2010,7292,,,"(42.979339, -78.637304)"
534105,Erie,Tonawanda,BRIGHTON RD,EGGERT RD,PARKER BLVD,,2-WAY,2005,11600,,,"(42.991052, -78.838392)"
536433,Erie,Orchard Park,JEWETT-HOLMWOOD,FREEMAN RD,RT 187 TRANSIT RD,,2-WAY,2017,9540,9267,272,"(42.751225, -78.719557)"
534417,Erie,Clarence,HARRIS HILL RD,RT 5 MAIN ST,RT 324 SHERIDAN DR,,2-WAY,2011,10743,,,"(42.969593, -78.677143)"
537052,Erie,EVANS,STURGEON POINT RD,RT 5 ERIE RD,VERSAILLES PLANK RD,BETWEEN,,2023,1491,,,"(42.679644, -78.98155)"
534485,Erie,Buffalo,KEATING ST (JAMES COPPOLA ST),ELK ST,I-190 SB OFF RAMP,,1-WAY,2013,6829,6002,826,"(42.865581, -78.827241)"
534219,Erie,Tonawanda,DELAWARE RD,KENMORE N VILL LN,HIGHLAND PKWY,,2-WAY,1977,14400,,,"(42.973624, -78.865957)"
530418,Erie,Hamburg,MILESTRIP RD,MCKINLEY PKWY,ABBOTT RD,BETWEEN,2-WAY,1999,17600,,,"(42.788449, -78.80196)"
546074,Niagara,Wheatfield,NIAGARA RD,BINKLEY ST,RT 429 WARD RD,,2-WAY,2015,4212,4122,89,"(43.103111, -78.89802)"
530270,Erie,Lancaster,TRANSIT RD,RT 20 BROADWAY,WALDEN AV,BETWEEN,2-WAY,2000,31500,,,"(42.90847, -78.696898)"
535196,Erie,Tonawanda,Roxley Pl,Pryor Ave,Koenig Rd,,2-WAY,2014,134,,,"(43.000728, -78.830756)"
533089,Erie,Buffalo,Peace Bridge Plaza-Sher Terr,,,AT,RAMP,2013,296,293,2,"(42.902741, -78.900184)"
534716,Erie,Buffalo,PROSPECT ST,CONNECTICUT ST,MASSACHUSETTS AV,,1-WAY,2016,1671,1609,61,"(42.90585, -78.894807)"
530179,Erie,West Seneca,SOUTHERN EXPWY,RIDGE RD,I-90 NYS THRUWAY,BETWEEN,2-WAY,1979,31000,,,"(42.832765, -78.791923)"
534928,Erie,West Seneca,ANGLE RD,RT 20 SOUTHWESTERN BLVD,EAST WEST RD,,2-WAY,2014,4309,4198,110,"(42.815648, -78.726815)"
530935,Erie,Lancaster,WALDEN AVE,CEMETERY RD,TOWNLINE RD,,2-WAY,2017,11188,10025,1162,"(42.926051, -78.607671)"
543055,Niagara,Lewiston,RMSP @ Pletcher Rd,,,,RAMP,2014,213,,,"(43.20882, -79.030436)"
534401,Erie,Clarence,GREINER RD,RT 78 TRANSIT RD,HARRIS HILL RD,,2-WAY,2012,10514,,,"(42.989306, -78.690702)"
540092,Niagara,Newfane,LAKE RD,HESS RD,RT 148 QUAKER RD,,2-WAY,1988,1950,,,"(43.34884, -78.631057)"
540921,Niagara,Wheatfield,WILLIAMS RD,LASALLE EXPWY,CAYUGA DR EXT,,2-WAY,2004,14300,,,"(43.085874, -78.940625)"
534224,Erie,Cheektowaga,DICK RD,GEORGE URBAN BLVD,DEPEW VILL LN,,2-WAY,2006,21700,,,"(42.920025, -78.73852)"
534414,Erie,Buffalo,HAMPSHIRE ST,GRANT ST,W FERRY ST,,2-WAY,1978,4800,,,"(42.9148, -78.888499)"
546136,Niagara,Cambria,LOWER MTN RD,RT 425 CAMBRIA-WILSON RD,RT 270 CAMBRIA-LOCKPORT TOWN LINE RD,,2-WAY,2006,1600,,,"(43.18224, -78.76796)"
536466,Erie,Buffalo,DELAVAN AVE (EAST),HUMBOLDT PKWY SB,HUMBOLDT PKWY NB,,2-WAY,1985,8400,,,"(42.921911, -78.843555)"
544190,Niagara,Lockport,PLANK RD,MILL ST,OLD NIAGARA RD,,2-WAY,2015,1421,1375,45,"(43.193354, -78.707879)"
530058,Erie,Amherst,BAILEY AVE,RT 263 MILLERSPORT HWY,EGGERT RD,BETWEEN,2-WAY,2008,8400,,,"(42.970728, -78.813822)"
530429,Erie,Grand Island,GRAND IS BLVD,GRAND ISLAND BLVD,WHITEHAVEN RD,BETWEEN,2-WAY,2008,5000,,,"(43.032443, -78.972945)"
536224,Erie,Orchard Park,S ABBOTT RD,ORCHARD PARK/BOSTON TN LN,NEWTON RD,,2-WAY,1998,1800,,,"(42.706868, -78.783281)"
536027,Erie,Orchard Park,COUNTY PARK RD,CHESTNUT RIDGE PARK ENT/EXIT,NY 277 SB,,2-WAY,2015,1224,,,"(42.720729, -78.74742)"
534603,Erie,Buffalo,MICHIGAN AVE,E FERRY ST,RT 5 MAIN ST,,2-WAY,2005,2300,,,"(42.916304, -78.862297)"
546110,Niagara,Royalton,SLAYTON SETTLEMENT RD,BOLTON RD,ROOT RD,BETWEEN,2-WAY,2009,1025,,,"(43.207149, -78.551974)"
530400,Erie,Lancaster,WALDEN AVE,RT 78 TRANSIT RD,CENTRAL AV,BETWEEN,2-WAY,1996,18500,,,"(42.91412, -78.682859)"
535322,Erie,Buffalo,East St,Parish St,Hertel Ave,,2-WAY,2014,499,,,"(42.936915, -78.901416)"
534669,Erie,Evans,OLD LAKE SHORE,PRESCOTT DR,18 MILE CREEK BRIDGE (TOWN LINE),,2-WAY,2011,2823,2753,69,"(42.709797, -78.97228)"
530171,Erie,Clarence,TRANSIT RD,RT 324 SHERIDAN DR,MAPLE RD,BETWEEN,2-WAY,1984,22200,,,"(42.984087, -78.696914)"
534772,Erie,West Seneca,SENECA ST,RT 277 UNION RD,RIDGE RD,,2-WAY,1983,20400,,,"(42.829425, -78.768711)"
540085,Niagara,North Tonawanda,OLIVER ST,WHEATFIELD ST,LINWOOD AV,,2-WAY,2000,8200,,,"(43.043118, -78.882075)"
530320,Erie,Tonawanda,TWIN CITIES HWY,FILLMORE AV,NIAGARA CO LN,BETWEEN,2-WAY,2002,26900,,,"(43.019235, -78.86133)"
544232,Niagara,Lockport,TONAWANDA CRK RD,RT 78 TRANSIT RD,MINNICK RD,,2-WAY,2011,3500,3223,276,"(43.084867, -78.682483)"
534283,Erie,Tonawanda,ELLICOTT CRK RD,TONAWANDA CITY LN,COLVIN BLVD,,2-WAY,2012,4060,4000,59,"(43.011669, -78.850093)"
544027,Niagara,Lockport,BEATTIE AVE,RT 93 DYSINGER,LOCKPORT CITY LN,,2-WAY,2011,6614,6143,470,"(43.142088, -78.679605)"
530465,Erie,Cheektowaga,BROADWAY,BORDEN RD,RT 78 TRANSIT RD,BETWEEN,2-WAY,2014,18808,,,"(42.901747, -78.701849)"
536345WB,Erie,AMHERST,E ROBINSON RD,US 62 NF BLVD,NORTH FRENCH RD,BETWEEN,,2022,8708,,,"(43.036117, -78.816519)"
530084,Erie,Cheektowaga,KENSINGTON EXPWY,RT 240 HARLEM RD,I-90,BETWEEN,2-WAY,1975,67200,,,"(42.932987, -78.776307)"
530980,Erie,Buffalo,BROADWAY,WASHINGTON ST,RT 5 ELLICOTT ST,,2-WAY,2014,5398,,,"(42.885804, -78.87277)"
540003,Niagara,Porter,YOUNGTN-LKPT RD,ROBERT MOSES PKWY (PORTER TL),RT 18 CREEK RD,,2-WAY,2001,2400,,,"(43.2565, -79.017546)"
534615,Erie,Buffalo,MOSELLE ST,NORTHLAND AV,E DELAVAN AV,BETWEEN,2-WAY,2014,1348,1325,22,"(42.92043, -78.82439)"
540027,Niagara,Niagara Falls,HYDE PARK BLVD,RT 62 (SB) FERRY AV,RT 62 (NB) WALNUT AV,,2-WAY,1998,7400,,,"(43.09259, -79.023057)"
540476,Niagara,Niagara Falls,BUFFALO AVE,I-190,RT 61 HYDE PARK BLVD,,2-WAY,1976,11200,,,"(43.078766, -79.006607)"
531104,Erie,Amherst/Buffalo,KENMORE AVE,NF BLVD,RT 5 MAIN ST,,2-WAY,2007,11800,,,"(42.958095, -78.822712)"
540931,Niagara,Wheatfield,WILLIAMS RD,CAYUGA DR EXT,RT 62 NF BLVD,BETWEEN,2-WAY,1976,5300,,,"(43.095614, -78.940891)"
534773,Erie,Buffalo,SEVENTH ST,W GENESEE ST,COURT ST,,2-WAY,2011,1682,1542,139,"(42.88547, -78.88194)"
530193,Erie,Orchard Park,BIG TREE RD,ABBOTT RD,CALIFORNIA RD,BETWEEN,2-WAY,1990,9300,,,"(42.766316, -78.784737)"
546008,Niagara,Lockport,COLD SPRING RD,MARKET ST,N CANAL RD,BETWEEN,2-WAY,2020,4388,3879,508,"(43.186504, -78.668168)"
534208,Erie,Buffalo,DELAVAN AVE (EAST),GRIDER ST,NORFOLK AV,,2-WAY,2006,9200,,,"(42.922508, -78.824952)"
544074,Niagara,Lockport,GOODING ST,LOCK ST,CLINTON ST,,2-WAY,1990,8900,,,"(43.172586, -78.692327)"
540050,Niagara,Lewiston,NIAGARA THRUWAY,RT 104/RT 265,LEWISTON-QUEENSTON BRIDGE END I-190,BETWEEN,2-WAY,1986,7469,5681,1788,"(43.152953, -79.044313)"
536166,Erie,Clarence,STAHLEY RD,CONNER RD,CLARENCE CENTER RD,,2-WAY,2020,3993,3814,178,"(43.019029, -78.662526)"
530040,Erie,Cheektowaga,HARLEM RD,WILLIAM ST,RT 130 BROADWAY,BETWEEN,2-WAY,1981,19200,,,"(42.893347, -78.784646)"
530054,Erie,Buffalo,SENECA ST,BUFFALO CITY LN,ELK ST,BETWEEN,2-WAY,1992,16400,,,"(42.862359, -78.81919)"
544215,Niagara,Lockport,STATE RD,RT 93 LKPT BYPASS,SUMMIT ST,,2-WAY,2012,6535,5341,1193,"(43.15435, -78.709989)"
536261,Erie,Orchard Park,BURTON RD,NEWTON ST,POWERS RD,,2-WAY,2016,254,237,16,"(42.735055, -78.765244)"
534741,Erie,Boston,S ABBOTT RD,BOSTON STATE RD,RT 277 HERMAN HILL RD,,2-WAY,2004,1800,,,"(42.687152, -78.767316)"
534385,Erie,Elma,GIRDLE RD,ELMA/AURORA TN LN,WEST BLOOD RD,,2-WAY,1982,3300,,,"(42.791186, -78.60595)"
534502,Erie,Amherst,KLEIN RD,YOUNGS RD,PARADISE RD,,2-WAY,1994,10600,,,"(43.000018, -78.715996)"
536232,Erie,Evans,OLD LAKE SHORE,KENNEDY AVE,LAKE RD,,2-WAY,2019,2669,2609,59,"(42.640466, -79.06774)"
