Local ID,County,Municipality,On,From,To,Approach,Direction,AADT Year,AADT,AADT Cars,AADT Trucks,Location
546001,Niagara,Cambria,UPPER MTN RD,RT 429 WARD RD,RT 425 SHAWNEE RD,,2-WAY,2010,1890,1564,325,"(43.165528, -78.85654)"
534225NB,Erie,CHEEKTOWAGA,DICK RD,DEPEW VILL LN,GENESEE ST,BETWEEN,,2021,12676,,,"(42.92455, -78.741846)"
537032,Erie,Eden,SANDROCK RD,US 62,TICE RD,BETWEEN,2-WAY,2010,325,,,"(42.643511, -78.901652)"
534213,Erie,Buffalo,DELAVAN AVE (WEST),RT 266 NIAGARA ST,GRANT ST,,2-WAY,2011,2075,1931,143,"(42.92196, -78.89432)"
534535,Erie,Buffalo,LINWOOD AVE,SUMMER ST,W UTICA ST,,1-WAY,1982,6800,,,"(42.907783, -78.86923)"
530322,Erie,Amherst,YOUNGMANN EXPWY,I-990,RT 263 MILLERSPORT HWY,BETWEEN,2-WAY,1985,70100,,,"(42.991998, -78.800983)"
530328,Erie,Amherst,MILLERSPORT HWY,CONVENTRY RD,N FOREST RD,BETWEEN,2-WAY,2002,16100,,,"(43.004938, -78.772548)"
544204,Niagara,Porter,RANSOMVILLE RD,YOUNGSTOWN RD,RT 18 LAKE RD,,2-WAY,1994,700,,,"(43.287038, -78.909763)"
530399,Erie,Amherst,LOCKPORT EXPWY,N FRENCH RD,RT 263 MILLERSPORT HWY,BETWEEN,2-WAY,2011,21808,,,"(43.045869, -78.752056)"
534368,Erie,SARDINIA,GENESEE RD,CONCORD TN LN,PRATHAM RD,BETWEEN,,2023,2536,,,"(42.551577, -78.619205)"
530322,Erie,Amherst,YOUNGMANN EXPWY,I-990,RT 263 MILLERSPORT HWY,BETWEEN,2-WAY,2004,119900,,,"(42.991998, -78.800983)"
531017,Erie,Amherst,N ELLICOTT CREEK,RT 62 NF BLVD,SWEET HOME RD,,2-WAY,2008,900,,,"(43.022242, -78.806133)"
530009,Erie,Buffalo,KENSINGTON EXPWY,SUFFOLK ST,EGGERT RD,BETWEEN,2-WAY,1980,72000,,,"(42.933176, -78.80461)"
534438,Erie,Tonawanda,HIGHLAND PKWY,COLVIN BLVD,ENGLEWOOD AV,,2-WAY,2006,8400,,,"(42.97438, -78.857262)"
540621,Niagara,Niagara,PORTER RD,NIAGARA FALLS E CITY LN,I-190,,2-WAY,2019,10546,10011,534,"(43.107441, -78.996634)"
546008,Niagara,Lockport,COLD SPRING RD,MARKET ST,N CANAL RD,BETWEEN,2-WAY,2011,3925,,,"(43.186504, -78.668168)"
534790,Erie,Buffalo,SMITH ST,I-190,EXCHANGE ST,,2-WAY,2005,9700,,,"(42.872915, -78.844497)"
535111,Erie,Cheektowaga,Park Pl,Whitney Pl,Cul De Sac,,2-WAY,2014,182,,,"(42.878201, -78.728151)"
534783,Erie,West Seneca,SLADE AVE,RIDGE RD,THE SHOPS IN WS ENTRANCE,,2-WAY,2006,14500,,,"(42.829708, -78.788061)"
547046,Niagara,North Tonawanda,ROBINSON ST,RIVER RD,OLIVER ST,BETWEEN,2-WAY,1996,3300,,,"(43.031945, -78.878934)"
536084,Erie,Lancaster,BROEZEL AVE,WALDEN AVE,SEITZ AVE,,2-WAY,2011,425,,,"(42.920461, -78.66838)"
530041,Erie,Cheektowaga,HARLEM RD,WALDEN AV,GENESEE ST,BETWEEN,2-WAY,2003,25800,,,"(42.915326, -78.784418)"
532081,Erie,Hamburg,MCKINLEY PKWY,RT 391 BOSTON STATE RD,NEWTON RD,,2-WAY,2004,4000,,,"(42.716254, -78.813193)"
530401,Erie,Alden,WALDEN AVE,TOWNLINE RD,RT 33 GENESEE ST,BETWEEN,2-WAY,1999,7350,,,"(42.935473, -78.55129)"
535461,Erie,Newstead,Barnum Rd,Main St,Clarence Center Rd,,2-WAY,2015,1529,1406,122,"(42.993212, -78.551953)"
531009,Erie,Clarence,CLARENCE CNTR RD,STAHLEY RD,THOMPSON RD,,2-WAY,1999,2200,,,"(43.016376, -78.661324)"
530076,Erie,Aurora,BUFFALO ST(16/78),BOWEN RD,ELMA/AURORA TN LN,BETWEEN,2-WAY,2000,6300,,,"(42.780212, -78.6446)"
534590,Erie,Buffalo,MICHIGAN AVE,SOUTH PARK AV,SCOTT ST,,2-WAY,1978,4800,,,"(42.874392, -78.871343)"
530036,Erie,Tonawanda,YOUNGMANN EXPWY,RT 425 COLVIN BLVD,RT 62 NF BLVD,BETWEEN,2-WAY,2000,104600,,,"(43.001328, -78.835981)"
530488,Erie,Hamburg,E MAIN ST,NEWTON RD,START OLAP RT 62 MAIN ST,BETWEEN,2-WAY,2019,11667,11260,406,"(42.715584, -78.824759)"
544221,Niagara,Lockport,SUNSET DR,UPPER MTN RD,NIAGARA ST EXT,,2-WAY,1986,3800,,,"(43.178078, -78.731493)"
530417,Erie,Hamburg,MILESTRIP RD,I-90 NYS THRUWAY,MCKINLEY PKWY,BETWEEN,2-WAY,2010,22647,,,"(42.789764, -78.813343)"
530338,Erie,Buffalo,NIAGARA ST,HERTEL AV,ONTARIO ST,BETWEEN,2-WAY,1981,7450,,,"(42.943292, -78.90677)"
M4183,Erie,Amherst,NYS THRUWAY,Depew/Lockport/NY 78 (Exit 49),Niagara Falls/I-290 (Exit 50),BETWEEN,2-WAY,2004,52100,,,"(42.950747, -78.724594)"
530261,Erie,Amherst,MILLERSPORT HWY,SYLVAN PKWY,RT 270 CAMPBELL BLVD,BETWEEN,2-WAY,1982,14700,,,"(43.014232, -78.769075)"
534055,Erie,Grand Island,BASE LINE RD,WEBB RD,WHITEHAVEN RD,,2-WAY,1998,5350,,,"(43.016911, -78.965542)"
534281,Erie,Tonawanda,ELLICOTT CRK RD,YOUNG ST,NY 425 NB OFF RAMP,,2-WAY,2003,4100,,,"(43.011903, -78.862174)"
530306,Erie,Tonawanda,DELAWARE AVE,RT 324 SHERIDAN DR,BRIGHTON RD,BETWEEN,2-WAY,1976,17400,,,"(42.9861, -78.873065)"
549198,Niagara,Niagara Falls,7th St,Ferry Ave,Walnut Ave,,2-WAY,2012,662,645,16,"(43.091813, -79.054227)"
534410,Erie,Clarence,GUNVILLE RD,WEHRLE DR,RT 5 MAIN ST,,2-WAY,2012,6595,,,"(42.963112, -78.632455)"
530190,Erie,Hamburg,SOUTH PARK AVE,N VILL LN,RT 20 SOUTHWESTERN BLVD,BETWEEN,2-WAY,2005,16750,,,"(42.730795, -78.825558)"
539601,Erie,Buffalo,Parkside Ave,Jewett Pkwy,Amherst St,,2-WAY,2013,18897,14304,4592,
536352,Erie,Grand Island,LONG RD,I-190 SB ACC,GRAND ISLAND BLVD NY324 OVLP,,2-WAY,1985,3500,,,"(43.048643, -78.989419)"
536238,Erie,Orchard Park,LAKE AVE,N Benzing Rd,RT 20 SOUTHWESTERN BLVD,,2-WAY,1996,6000,,,"(42.796424, -78.765085)"
533273,Erie,Hamburg,NY 179 Milestrip Expwy  / Milestrip Rd,,,,RAMP,2009,850,,,"(42.789829, -78.839063)"
544255,Niagara,Lockport,WALNUT ST,VINE ST,DAVISON RD,,2-WAY,2006,3000,,,"(43.172605, -78.67007)"
544231,Niagara,Niagara Falls,THIRD ST,RT 104 MAIN ST,WHIRLPOOL ST,,2-WAY,2010,3142,3097,44,"(43.094976, -79.059615)"
544121,Niagara,Lockport,LOCUST ST,WASHBURN ST,HIGH ST,,2-WAY,2006,3500,,,"(43.163782, -78.687329)"
534669,Erie,Evans,OLD LAKE SHORE,PRESCOTT DR,18 MILE CREEK BRIDGE (TOWN LINE),,2-WAY,2019,1689,1494,194,"(42.709797, -78.97228)"
534174,Erie,Tonawanda,COLVIN BLVD,KENMORE AV,KENMORE VILL LN,,2-WAY,2014,13426,12609,816,"(42.961831, -78.858357)"
534011,Erie,Buffalo,ABBOTT RD,MCKINLEY PKWY,RT 62 BAILEY AV,,2-WAY,2009,5047,,,"(42.856659, -78.826915)"
530306,Erie,Tonawanda,DELAWARE AVE,RT 324 SHERIDAN DR,BRIGHTON RD,BETWEEN,2-WAY,1980,18700,,,"(42.9861, -78.873065)"
534764,Erie,West Seneca,SENECA CREEK RD,BORDEN RD,RT 78 TRANSIT RD,,2-WAY,2013,3048,2960,87,"(42.852719, -78.702959)"
530506,Erie,Collins,FOUR MILE LEVEL,BRANT RESERVATION RD,VERSAILLES-PLANK RD,BETWEEN,2-WAY,1982,1950,,,"(42.538588, -78.999241)"
530467,Erie,Buffalo,DELAWARE AVE,W DELAVAN AV,RT 198 SCAJAQUADA EXPWY,BETWEEN,2-WAY,2010,23915,,,"(42.926891, -78.867663)"
537103,Erie,Hamburg,SOWLES RD,RT 62 SOUTH PARK AV,BAYVIEW RD/MCKINLEY PKWY,,2-WAY,2010,5900,5331,568,"(42.751456, -78.817323)"
530934,Erie,Cheektowaga,WALDEN AVE,DICK RD,RT 78 TRANSIT RD,,2-WAY,1987,20300,,,"(42.909323, -78.713114)"
536158,Erie,Amherst,TONAWANDA CREEK RD,RT 270 CAMPBELL BLVD,NEW RD,,2-WAY,2009,1102,1034,67,"(43.068698, -78.746179)"
534712,Erie,BUFFALO,PROSPECT ST,GEORGIA ST,VIRGINIA ST,BETWEEN,,2021,1348,,,"(42.891703, -78.881525)"
537020,Erie,Alden,EXCHANGE ST,ALDEN VILL  LN,RT 20 BROADWAY,,2-WAY,2000,2500,,,"(42.893683, -78.496323)"
534843,Erie,Tonawanda,TWO MILE CRK RD,TONAWANDA S CITY LN,RT 266 NIAGARA ST,,2-WAY,1983,2300,,,"(43.003282, -78.905214)"
544088,Niagara,Lockport,JOHNSON RD,STONE RD,RT 104 RIDGE RD,,2-WAY,1994,2700,,,"(43.213805, -78.729621)"
536202,Erie,Lancaster,CEMETERY RD,RT 20 BROADWAY,NICHTER RD,,2-WAY,1996,4100,,,"(42.899724, -78.638082)"
540396,Niagara,North Tonawanda,RIVER RD,NIAGARA CO LN,RT 384 MAIN ST,,2-WAY,2008,16250,,,"(43.025935, -78.879685)"
534109,Erie,Concord,BROWN HILL RD,NEW OREGON-WYANDALE RD,ZIMMERMAN RD,,2-WAY,2011,870,831,38,"(42.595312, -78.769065)"
535037,Erie,Amherst,Ivy Green Ct,Woodbury Dr,Cul De Sac,BETWEEN,2-WAY,2014,43,,,"(42.96974, -78.792783)"
531202,Erie,Brant,LOTUS POINT RD,OLD LAKE SHORE RD,RT 5 ERIE RD,,2-WAY,1982,440,,,"(42.59468, -79.104917)"
530444,Erie,Hamburg,LAKESHORE RD,OLD LAKESHORE RD,WANAKAH/AMSDELL RD,BETWEEN,2-WAY,2004,21900,,,"(42.740811, -78.911174)"
534494,Erie,Buffalo,KENSINGTON AVE,FILLMORE AV,GRIDER ST,,2-WAY,2010,7444,7171,272,"(42.930006, -78.833265)"
534173,Erie,Buffalo,COLVIN AVE,HERTEL AV,KENMORE AV,,2-WAY,1999,12300,,,"(42.949665, -78.858929)"
540093,Niagara,Porter,CREEK RD,BLAIRVILLE RD,RT 93 YOUNGSTOWN-LOCKPORT RD,,2-WAY,1984,1200,,,"(43.252677, -79.009525)"
532008,Erie,HAMBURG,BIG TREE RD,RT 75 ST FRANCIS RD,BAYVIEW RD,BETWEEN,,2021,6909,,,"(42.772077, -78.845412)"
530054,Erie,Buffalo,SENECA ST,BUFFALO CITY LN,ELK ST,BETWEEN,2-WAY,2004,11500,,,"(42.862359, -78.81919)"
544142,Niagara,North Tonawanda,NASH RD,WALCK RD,MEADOW DR,,2-WAY,1977,14500,,,"(43.04892, -78.865488)"
540082,Niagara,North Tonawanda,ERIE AVE,TWIN CITIES HIGHWAY,WALCK RD,,2-WAY,2009,10060,,,"(43.04229, -78.859072)"
531113,Erie,Buffalo,NIA FALLS BLVD,RT 5 MAIN ST,KENMORE AV,,2-WAY,1997,8200,,,"(42.95632, -78.823617)"
530426,Erie,Amherst,SHERIDAN DR,END OLAP RT 62 BAILEY AV,SWEET HOME RD,,2-WAY,1980,21800,,,"(42.980074, -78.810377)"
530448,Erie,CLARENCE/AMHERST,TRANSIT RD,MAPLE RD,KLEIN/ROLL RDS,BETWEEN,2-WAY,1977,11700,,,"(42.995415, -78.696949)"
534494,Erie,Buffalo,KENSINGTON AVE,FILLMORE AV,GRIDER ST,,2-WAY,2016,6901,6488,412,"(42.930006, -78.833265)"
540111,Niagara,Niagara Falls,RAINBOW BRIDGE,USA,CANADA,,2-WAY,1981,9025,8869,155,"(43.090411, -79.068238)"
534376,Erie,Buffalo,GENESEE ST,WALDEN AV,RT 62 BAILEY AV,,2-WAY,2009,10070,,,"(42.909001, -78.822806)"
530214,Erie,Amherst,CAMPBELL BLVD,RT 263 MILLERSPORT HWY,DODGE RD,BETWEEN,2-WAY,2017,7122,6845,276,"(43.02024, -78.767918)"
534090,Erie,Boston,BOSTON STATE RD,W Tillen Rd,PATCHIN RD,,2-WAY,2016,3320,3114,205,"(42.642388, -78.739657)"
531003,Erie,Amherst,SMITH RD,NEW RD,RT 78 TRANSIT RD,,2-WAY,2014,2003,,,"(43.049114, -78.709537)"
540620,Niagara,Niagara Falls,PORTER RD,RT 61 HYDE PARK BLVD,NIAGARA FALLS E CITY LN,,2-WAY,1994,12200,,,"(43.107038, -79.018323)"
536220,Erie,LANCASTER,SCHWARTZ RD,WILLIAM ST,RT 20 BROADWAY,BETWEEN,,2023,5595,,,"(42.889026, -78.607961)"
536313,Erie,Alden,ZOELLER RD,WALDEN AVE,NY 33,,2-WAY,2010,600,,,"(42.943616, -78.565936)"
547004,Niagara,North Tonawanda,NASH RD,RT 425 ERIE AV/WHEATFIELD ST,DIVISION ST,,2-WAY,2010,12967,,,"(43.039685, -78.865126)"
534793,Erie,Hamburg,SOWLES RD,RT 75 CAMP RD,RT 20 SOUTHWESTERN BLVD,BETWEEN,2-WAY,1992,4500,,,"(42.751322, -78.853469)"
532056,Erie,Buffalo,GRANT ST,LETCHWORTH ST,NY 198 EB RAMPS,,2-WAY,2018,13774,13230,543,"(42.933867, -78.888617)"
540567,Niagara,Niagara Falls,NIAGARA THRUWAY,RT 62 NF BLVD,RT 182 PORTER AV,,2-WAY,1981,18400,,,"(43.103188, -78.982531)"
534512,Erie,Buffalo,LAFAYETTE AVE,GATES CIRCLE,RT 5 MAIN ST,,2-WAY,2003,3100,,,"(42.92063, -78.86452)"
536024,Erie,Buffalo,GRANT ST,NY 198 EB RAMPS,AMHERST ST,BETWEEN,2-WAY,2011,15550,,,"(42.937771, -78.889593)"
541201,Niagara,Lockport,SUNSET DR,NIAGARA ST EXT,LEETE RD,BETWEEN,2-WAY,2003,5900,,,"(43.186549, -78.733695)"
534846,Erie,Buffalo,UTICA ST (EAST),JEFFERSON AV,WOHLERS AV,,2-WAY,1983,5500,,,"(42.911095, -78.851406)"
530020,Erie,Hamburg,HAMBURG TURNPIKE,RT 179 MILESTRIP RD,LACKAWANNA S CITY LINE,BETWEEN,2-WAY,1977,32200,,,"(42.800943, -78.846517)"
534253,Erie,WEST SENECA,EAST WEST RD,RT 277 UNION RD,LEYDECKER RD,BETWEEN,,2022,3732,,,"(42.820305, -78.73535)"
530043,Erie,Sardinia,OLEAN RD,END OLAP RT 39,CR 224 CHAFFEE,BETWEEN,2-WAY,1981,11400,,,"(42.558122, -78.477799)"
530334,Erie,Newstead,BUELL ST,BLOOMINGDALE RD,RT 5 MAIN ST,BETWEEN,2-WAY,1998,7200,,,"(43.00646, -78.502003)"
534625,Erie,Amherst,N FRENCH RD,SWEET HOME RD,RT 270 CAMPBELL BLVD,BETWEEN,2-WAY,1982,7100,,,"(43.034655, -78.785453)"
533182,Erie,Buffalo,NY 33 @ Suffolk St,,,,RAMP,2010,2035,,,"(42.932699, -78.81183)"
534431,Erie,Buffalo,HERTEL AVE,RT 384 DELAWARE AV,COLVIN AV,BETWEEN,2-WAY,1996,14800,,,"(42.947768, -78.865072)"
534456,Erie,Buffalo,HURON ST (WEST),S ELMWOOD AV,RT 384 DELAWARE AV,,2-WAY,1983,3600,,,"(42.88945, -78.877975)"
530144,Erie,Buffalo,Rt 5,OHIO ST,OUTER HARBOR DR,BETWEEN,2-WAY,2003,45700,,,"(42.856203, -78.867556)"
534867,Erie,Buffalo,WALDEN AVE,SYCAMORE ST,RT 62 BAILEY AV,,2-WAY,1997,9300,,,"(42.904627, -78.81545)"
534205,Erie,Buffalo,DELAVAN AVE (EAST),JEFFERSON AV,HUMBOLDT PKWY SB,,2-WAY,2014,5782,,,"(42.922034, -78.848705)"
534669,Erie,Evans,OLD LAKE SHORE,PRESCOTT DR,18 MILE CREEK BRIDGE (TOWN LINE),,2-WAY,1983,1500,,,"(42.709797, -78.97228)"
534445,Erie,Buffalo,HOPKINS ST,TIFFT ST,RT 62 SOUTH PARK AV,,2-WAY,2003,5300,,,"(42.851727, -78.832269)"
544048,Niagara,Lockport,DAVISON RD,AKRON RD,RT 31 EAST AV,BETWEEN,2-WAY,2016,7476,7318,157,"(43.163157, -78.665262)"
534129,Erie,Amherst,CASEY RD,DODGE RD,YOUNGS RD,,2-WAY,1994,6300,,,"(43.023019, -78.727119)"
534248,Erie,Buffalo,EAGLE ST (WEST),RT 384 DELAWARE AV,FRANKLIN ST,,2-WAY,2010,2148,2105,42,"(42.884824, -78.877747)"
531112,Erie,Buffalo,LAFAYETTE SQUARE (WB),MAIN ST,WASHINGTON ST,,1-WAY,2009,4050,,,"(42.885952, -78.873677)"
534002,Erie,Orchard Park,ABBOTT RD,RT 20 SOUTHWESTERN BLVD,WEBSTER CORNERS RD,,2-WAY,1985,9900,,,"(42.779779, -78.789648)"
536238,Erie,Orchard Park,LAKE AVE,N Benzing Rd,RT 20 SOUTHWESTERN BLVD,,2-WAY,2017,8675,8160,514,"(42.796424, -78.765085)"
540914,Niagara,Niagara Falls,NIAGARA ST,3RD ST,5TH ST,,2-WAY,2001,8500,,,"(43.088369, -79.057553)"
536466,Erie,Buffalo,DELAVAN AVE (EAST),HUMBOLDT PKWY SB,HUMBOLDT PKWY NB,,2-WAY,2014,8540,,,"(42.921911, -78.843555)"
534730,Erie,Amherst,RIDGE LEA RD,N BAILEY EXT,RT 62 NF BLVD,,2-WAY,2008,14200,,,"(43.00139, -78.81789)"
540903,Niagara,Niagara Falls,ROBT MOSES PKWY,FINDLAY DR,RT 104 LEWISTON RD,,2-WAY,2006,4600,,,"(43.125879, -79.054948)"
540012,Niagara,Niagara Falls,HYDE PARK BLVD,LOCKPORT RD,RT 31 COLLEGE AV,,2-WAY,1990,12500,,,"(43.119448, -79.034955)"
534224,Erie,Cheektowaga,DICK RD,GEORGE URBAN BLVD,DEPEW VILL LN,,2-WAY,1978,27500,,,"(42.920025, -78.73852)"
530222,Erie,Cheektowaga,UNION RD,RT 33 KENSINGTON EXPWY,WEHRLE DR,BETWEEN,2-WAY,1992,18800,,,"(42.940088, -78.754206)"
540485,Niagara,NT/CAMBRIA,SHAWNEE RD,LOCKPORT RD,RT 31 SAUNDERS SETTLEMENT RD,,2-WAY,2004,8100,,,"(43.140374, -78.839369)"
530488,Erie,Hamburg,E MAIN ST,NEWTON RD,START OLAP RT 62 MAIN ST,BETWEEN,2-WAY,2004,13100,,,"(42.715584, -78.824759)"
530119,Erie,Buffalo,MAIN ST,RT 198 SCAJAQUADA EXP,JEWETT PKWY,BETWEEN,2-WAY,2011,17725,,,"(42.932783, -78.846055)"
533447,Erie,Amherst,I-290 @ Millersport Hwy,,,,RAMP,2012,3658,,,"(42.987336, -78.795919)"
531014,Erie,Amherst,N FOREST RD,RT 324 SHERIDAN DR,CATHERINE ST,,2-WAY,2005,15800,,,"(42.982088, -78.76524)"
534425,Erie,Buffalo,HERMAN ST,GENESEE ST,BEST ST,,2-WAY,2019,3683,3554,128,"(42.902246, -78.844628)"
536122,Erie,Buffalo,TIFFT ST,FUHRMANN BLVD,HOPKINS ST,BETWEEN,2-WAY,1989,5400,,,"(42.843754, -78.844373)"
534115,Erie,Buffalo,BRYANT ST,ELMWOOD AV,RT 384 DELAWARE AV,,2-WAY,2020,2292,2241,50,"(42.908891, -78.873875)"
540125,Niagara,Cambria,SAUNDERS SETTLEMENT RD,END OLAP RT 429 TOWN LINE RD,RT 425 SHAWNEE RD,,2-WAY,2006,10000,,,"(43.143252, -78.854207)"
534730,Erie,Amherst,RIDGE LEA RD,N BAILEY EXT,RT 62 NF BLVD,,2-WAY,2020,7812,7667,144,"(43.00139, -78.81789)"
534044,Erie,Buffalo,AUSTIN ST,TONAWANDA ST,RT 265 MILITARY RD,BETWEEN,2-WAY,2015,2030,2000,29,"(42.940347, -78.895998)"
530346,Erie,West Seneca,NYS THRUWAY,RT 400 EXPWY (M54),I-190 (M53),BETWEEN,2-WAY,2007,142000,,,"(42.865644, -78.7918)"
534137,Erie,Amherst,CAYUGA RD,CALIFORNIA DR,RT 5 MAIN ST,,2-WAY,2000,6000,,,"(42.958901, -78.745565)"
530920,Erie,West Seneca,POTTERS RD,WEST SENECA TN LN,RT 240,BETWEEN,2-WAY,2009,14050,,,"(42.83896, -78.798942)"
530052,Erie,West Seneca,SENECA ST,RT 240 HARLEM RD,BUFFALO CITY LN,BETWEEN,2-WAY,2011,13125,,,"(42.844176, -78.793259)"
530044,Erie,Amherst,HARLEM RD,WEHRLE DR,RT 5 MAIN ST,BETWEEN,2-WAY,1988,10600,,,"(42.956725, -78.784045)"
540451,Niagara,North Tonawanda,RT 425 TWIN CITIES HIGHWAY,NIAGARA CO LN,TREMONT ST,,2-WAY,1977,20900,,,"(43.024586, -78.861194)"
534754,Erie,Buffalo,SOUTH PARK AVE,KATHERINE ST,HAMBURG ST,,2-WAY,2012,5409,5055,353,"(42.870431, -78.856996)"
536447,Erie,Grand Island,STALEY RD,BASE LINE RD,I-190,,2-WAY,2008,2950,,,"(43.007199, -78.957117)"
540019,Niagara,Pendleton,CAMPBELL BLVD,BEAR RIDGE RD,BEACH RIDGE RD,,2-WAY,1979,4500,,,"(43.103848, -78.773009)"
534042,Erie,Lancaster,AURORA ST,COMO PARK BLVD,RT 20 BROADWAY,,2-WAY,1993,8000,,,"(42.896149, -78.675239)"
532258,Erie,Buffalo,EXCHANGE ST,AMTRACK,CHICAGO,,2-WAY,2008,2500,,,"(42.877554, -78.866863)"
534418,Erie,Clarence,HARRIS HILL RD,RT 324 SHERIDAN DR,GREINER RD,,2-WAY,2007,10200,,,"(42.987984, -78.677018)"
534094,Erie,Elma,BOWEN RD,AURORA/ELMA TN LN,JAMISON RD,,2-WAY,1976,1500,,,"(42.801256, -78.636567)"
545022,Niagara,Niagara,Young St,Packard Rd,Porter Rd,BETWEEN,2-WAY,2015,1710,,,"(43.10922, -78.980967)"
540031,Niagara,North Tonawanda,RIVER RD,RT 384 MAIN ST,RT 429 WHEATFIELD ST,,2-WAY,1979,17400,,,"(43.032451, -78.88219)"
544246,Niagara,Cambria,UPPER MTN RD,THRALL RD,RT 270 CAMBRIA-LOCKPORT TOWN LINE RD,,2-WAY,1989,3700,,,"(43.169888, -78.761112)"
540087,Niagara,Lewiston,CR. RD EXIT,RT18 CREEK RD,ROBERT MOSES PKWY,,2-WAY,1979,9400,,,"(43.170131, -79.021912)"
534501,Erie,Amherst,KLEIN RD,HOPKINS RD,YOUNGS RD,,2-WAY,1986,7900,,,"(43.001656, -78.734357)"
543062,Niagara,Porter,RMSP @ Lockport Rd,,,,RAMP,2009,130,,,"(43.251285, -79.031651)"
534881,Erie,Amherst,WEHRLE DR,RT 277 UNION RD,CAYUGA RD,,2-WAY,1976,12200,,,"(42.949594, -78.749135)"
534406,Erie,Buffalo,GRIDER ST,E DELAVAN AV,PEMBROKE AV,,2-WAY,2002,9700,,,"(42.927622, -78.829168)"
540350,Niagara,"NEWFANE, HARTLAND",RIDGE RD,END 78 OLAP OLCOTT RD,CR 108 HARTLAND RD,,2-WAY,1986,3350,,,"(43.247114, -78.630483)"
534238,Erie,BUFFALO,DORRANCE AVE,SOUTH SHORE BLVD,ABBOTT RD,BETWEEN,,2021,6265,,,"(42.83199, -78.807034)"
540003,Niagara,Porter,YOUNGTN-LKPT RD,ROBERT MOSES PKWY (PORTER TL),RT 18 CREEK RD,,2-WAY,2010,2250,,,"(43.2565, -79.017546)"
534117,Erie,Concord,BUFFALO ST,RT 39 MAIN ST,SPRINGVILLE VILL LN/NORTH ST,,2-WAY,2012,3763,,,"(42.516079, -78.665516)"
534267,Erie,Amherst,EGGERT RD,RT 5 MAIN ST,RT 263 MILLERSPORT HWY,,2-WAY,1979,13900,,,"(42.966942, -78.80393)"
530064,Erie,Wales,OLEAN RD,WARNER HILL RD,START OLAP RT 400 EXPWY,BETWEEN,2-WAY,2001,12200,,,"(42.709774, -78.577716)"
536199,Erie,Lancaster,TOWNLINE RD,US 20,WESTWOOD RD,,2-WAY,2011,2325,,,"(42.902673, -78.578222)"
544162,Niagara,North Tonawanda,OLIVER ST,THOMPSON ST,SCHENCK ST,,2-WAY,2010,4937,4762,174,"(43.029751, -78.87545)"
534326,Erie,Buffalo,FILLMORE AVE,S DIVISION ST,RT 354 CLINTON ST,,2-WAY,2000,7800,,,"(42.877806, -78.840345)"
534811,Erie,Buffalo,SUFFOLK ST,E DELEVAN AV,LANGFIELD DR,,2-WAY,1993,4200,,,"(42.924085, -78.810517)"
540466,Niagara,Niagara Falls,BUFFALO AVE,VETERANS DR,PORTAGE RD,,2-WAY,1996,4600,,,"(43.083057, -79.036575)"
532056NB,Erie,BUFFALO,GRANT ST,LETCHWORTH ST,NY 198 EB RAMPS,BETWEEN,,2023,6249,,,"(42.933867, -78.888617)"
530379,Erie,Orchard Park,ORCHARD PK RD,RT 20A QUAKER RD,MILESTRIP RD,BETWEEN,2-WAY,2009,15200,,,"(42.783339, -78.747036)"
530293,Erie,Amherst,SHERIDAN DR,RT 277 N FOREST RD,EVANS ST,BETWEEN,2-WAY,2006,36200,,,"(42.978648, -78.751427)"
531318,Erie,Buffalo,INDIAN CHURCH RD,NY 16 SENECA ST,BUFFALO CITY LN,,2-WAY,2009,3400,,,"(42.852158, -78.804174)"
534472,Erie,Buffalo,JEFFERSON AVE,RT 16 SWAN ST,RT 354 CLINTON ST,,2-WAY,2013,4538,4194,343,"(42.881098, -78.853909)"
530435,Erie,Tonawanda,SHERIDAN DR,ELMWOOD AV,RT 384 DELAWARE AV,BETWEEN,2-WAY,1990,20300,,,"(42.980892, -78.875353)"
540075,Niagara,Niagara Falls,MILITARY RD,RT 384 BUFFALO AV,CAYUGA DR,,2-WAY,1994,5300,,,"(43.079066, -78.958196)"
530303,Erie,Buffalo,DELAWARE AVE,RT 198 SCAJAQUADA EXPWY,AMHERST ST,BETWEEN,2-WAY,1990,26900,,,"(42.937904, -78.867373)"
534228,Erie,Cheektowaga,DINGENS ST,BUFFALO CITY LN,RT 240 HARLEM RD,BETWEEN,2-WAY,2007,6400,,,"(42.877513, -78.788645)"
534019,Erie,Buffalo,AMHERST ST,RT 266 NIAGARA ST,W TONAWANDA ST,BETWEEN,2-WAY,1976,8100,,,"(42.935117, -78.899994)"
534565,Erie,Cheektowaga,MARYVALE DR,RT 240 HARLEM RD,KENSINGTON EXPWY EB ON-RAMP,,2-WAY,2005,5200,,,"(42.93274, -78.77913)"
531116,Erie,Buffalo,PORTER AVE,LAKEVIEW AV,RT 266 NIAGARA ST,,2-WAY,2011,10350,,,"(42.900372, -78.894045)"
539055,Erie,Collins,FOUR MILE LEVEL,ALDRICH/TAYLOR-HOLLOW,VERSAILLES-PLANK RD (NORTHBOUND ONLY),,2-WAY,2010,2195,,,"(42.53224, -78.985417)"
549166,Niagara,Niagara Falls,36TH ST,PACKARD RD,FERRY AVE,,2-WAY,2011,400,,,"(43.091168, -79.019926)"
530231,Erie,Hamburg,E MAIN ST,RT 391 END RT 75 OLAP,BUFFALO ST,BETWEEN,2-WAY,1982,8250,,,"(42.716183, -78.834329)"
